premise,hypothesis,extra,label,generic,concept,hyp_type_pl,reasoning_steps,reasoning_type,extra_type
Lizards are eaten by birds. A Bafu is a lizard.,A Bafu is eaten by birds.,A Goq is not a lizard. A Goq are eaten by birds.,N,Lizards are eaten by birds.,Lizards,Bafus,1,S-alt,Nonsense
Lizards are eaten by birds. A Bafu is a lizard.,A Bafu is eaten by birds.,A Goq is not a lizard. Goqs are not eaten by birds.,N,Lizards are eaten by birds.,Lizards,Bafus,1,N-alt,Nonsense
Lizards are eaten by birds. A Bafu is a lizard.,A Bafu is eaten by birds.,Walruses are not lizards. Walruses are not eaten by birds.,N,Lizards are eaten by birds.,Lizards,Bafus,1,N-alt,Real
Lizards are eaten by birds. A Bafu is a lizard.,A Bafu is eaten by birds.,Lizards are eaten by other lizards.,N,Lizards are eaten by birds.,Lizards,Bafus,1,N-prop,Real
Lizards are eaten by birds. A geckos is a lizard. A Bafu is a geckos.,A Bafu is eaten by birds.,A geckos are eaten by birds.,S,Lizards are eaten by birds.,Lizards,Bafus,2,S-case,Real
"Lizards are eaten by birds. Lizards that are in a place where there are no birds, or are lizards. Bafus are lizards that are in a place where there are no birds, or.",A Bafu is eaten by birds.,"Lizards that are in a place where there are no birds, or are not eaten by birds.",W,Lizards are eaten by birds.,Lizards,Bafus,2,W-case,Real
Lizards are eaten by birds. A Dofik is a lizard. A Bafu is a Dofik.,A Bafu is eaten by birds.,A Dofik are eaten by birds,S,Lizards are eaten by birds.,Lizards,Bafus,2,S-case,Nonsense
Lizards are eaten by birds. A Dofik is a lizard. A Bafu is a Dofik.,A Bafu is eaten by birds.,Dofiks are not eaten by birds,W,Lizards are eaten by birds.,Lizards,Bafus,2,W-case,Nonsense
Rattlesnakes absorb water. A Goq is a rattlesnake.,A Goq absorbs water.,A black-tailed rattlesnake is a rattlesnake. A black-tailed rattlesnake absorbs water.,S,Rattlesnakes absorb water.,Rattlesnakes,Goqs,1,S-case,Real
Rattlesnakes absorb water. A Goq is a rattlesnake.,A Goq absorbs water.,A Dofik is a rattlesnake. A Dofik absorbs water.,S,Rattlesnakes absorb water.,Rattlesnakes,Goqs,1,S-case,Nonsense
Rattlesnakes absorb water. A Goq is a rattlesnake.,A Goq absorbs water.,Rattlesnakes that are in an environment without water are rattlesnakes. Rattlesnakes that are in an environment without water do not absorb water.,W,Rattlesnakes absorb water.,Rattlesnakes,Goqs,1,W-case,Real
Rattlesnakes absorb water. A Goq is a rattlesnake.,A Goq absorbs water.,A Dofik is a rattlesnake. Dofiks do not absorb water.,W,Rattlesnakes absorb water.,Rattlesnakes,Goqs,1,W-case,Nonsense
Rattlesnakes absorb water. A Goq is a rattlesnake.,A Goq absorbs water.,Hippopotamuses are not rattlesnakes. Hippopotamuses absorb water.,N,Rattlesnakes absorb water.,Rattlesnakes,Goqs,1,S-alt,Real
Rattlesnakes absorb water. A Goq is a rattlesnake.,A Goq absorbs water.,A Dofik is not a rattlesnake. A Dofik absorbs water.,N,Rattlesnakes absorb water.,Rattlesnakes,Goqs,1,S-alt,Nonsense
Rattlesnakes absorb water. A Goq is a rattlesnake.,A Goq absorbs water.,A Dofik is not a rattlesnake. Dofiks do not absorb water.,N,Rattlesnakes absorb water.,Rattlesnakes,Goqs,1,N-alt,Nonsense
Rattlesnakes absorb water. A Goq is a rattlesnake.,A Goq absorbs water.,Tarantulas are not rattlesnakes. Tarantulas do not absorb water.,N,Rattlesnakes absorb water.,Rattlesnakes,Goqs,1,N-alt,Real
Rattlesnakes absorb water. A Goq is a rattlesnake.,A Goq absorbs water.,Rattlesnakes absorb heat.,N,Rattlesnakes absorb water.,Rattlesnakes,Goqs,1,N-prop,Real
Rattlesnakes absorb water. A black-tailed rattlesnake is a rattlesnake. A Goq is a black-tailed rattlesnake.,A Goq absorbs water.,A black-tailed rattlesnake absorbs water.,S,Rattlesnakes absorb water.,Rattlesnakes,Goqs,2,S-case,Real
Rattlesnakes absorb water. Rattlesnakes that are in an environment without water are rattlesnakes. Goqs are rattlesnakes that are in an environment without water.,A Goq absorbs water.,Rattlesnakes that are in an environment without water do not absorb water.,W,Rattlesnakes absorb water.,Rattlesnakes,Goqs,2,W-case,Real
Rattlesnakes absorb water. A Yeb is a rattlesnake. A Goq is a Yeb.,A Goq absorbs water.,A Yeb absorbs water,S,Rattlesnakes absorb water.,Rattlesnakes,Goqs,2,S-case,Nonsense
Rattlesnakes absorb water. A Yeb is a rattlesnake. A Goq is a Yeb.,A Goq absorbs water.,Yebs do not absorb water,W,Rattlesnakes absorb water.,Rattlesnakes,Goqs,2,W-case,Nonsense
Wasps have spines. Dofiks are wasps.,Dofiks have spines.,Ichneumon wasps are wasps. Ichneumon wasps have spines.,S,Wasps have spines.,Wasps,Dofiks,1,S-case,Real
Wasps have spines. Dofiks are wasps.,Dofiks have spines.,Yebs are wasps. Yebs have spines.,S,Wasps have spines.,Wasps,Dofiks,1,S-case,Nonsense
Wasps have spines. Dofiks are wasps.,Dofiks have spines.,Wasps that are newly hatched are wasps. Wasps that are newly hatched do not have spines.,W,Wasps have spines.,Wasps,Dofiks,1,W-case,Real
Wasps have spines. Dofiks are wasps.,Dofiks have spines.,Yebs are wasps. Yebs do not have spines.,W,Wasps have spines.,Wasps,Dofiks,1,W-case,Nonsense
Wasps have spines. Dofiks are wasps.,Dofiks have spines.,Some types of sea urchins are not wasps. Some types of sea urchins have spines.,N,Wasps have spines.,Wasps,Dofiks,1,S-alt,Real
Wasps have spines. Dofiks are wasps.,Dofiks have spines.,Yebs are not wasps. Yebs have spines.,N,Wasps have spines.,Wasps,Dofiks,1,S-alt,Nonsense
Wasps have spines. Dofiks are wasps.,Dofiks have spines.,Yebs are not wasps. Yebs do not have spines.,N,Wasps have spines.,Wasps,Dofiks,1,N-alt,Nonsense
Wasps have spines. Dofiks are wasps.,Dofiks have spines.,Skunks are not wasps. Skunks do not have spines.,N,Wasps have spines.,Wasps,Dofiks,1,N-alt,Real
Wasps have spines. Dofiks are wasps.,Dofiks have spines.,Wasps have a stinger.,N,Wasps have spines.,Wasps,Dofiks,1,N-prop,Real
Wasps have spines. Ichneumon wasps are wasps. Dofiks are ichneumon wasps.,Dofiks have spines.,Ichneumon wasps have spines.,S,Wasps have spines.,Wasps,Dofiks,2,S-case,Real
Wasps have spines. Wasps that are newly hatched are wasps. Dofiks are wasps that are newly hatched.,Dofiks have spines.,Wasps that are newly hatched do not have spines.,W,Wasps have spines.,Wasps,Dofiks,2,W-case,Real
Wasps have spines. Wumoxes are wasps. Dofiks are Wumoxes.,Dofiks have spines.,Wumoxes have spines,S,Wasps have spines.,Wasps,Dofiks,2,S-case,Nonsense
Wasps have spines. Wumoxes are wasps. Dofiks are Wumoxes.,Dofiks have spines.,Wumoxes do not have spines,W,Wasps have spines.,Wasps,Dofiks,2,W-case,Nonsense
Lizards have ears. Dofiks are lizards.,Dofiks have ears.,Chameleons are lizards. Chameleons have ears.,S,Lizards have ears.,Lizards,Dofiks,1,S-case,Real
Lizards have ears. Dofiks are lizards.,Dofiks have ears.,Yebs are lizards. Yebs have ears.,S,Lizards have ears.,Lizards,Dofiks,1,S-case,Nonsense
Lizards have ears. Dofiks are lizards.,Dofiks have ears.,Chameleons are lizards. Chameleons do not have ears.,W,Lizards have ears.,Lizards,Dofiks,1,W-case,Real
Lizards have ears. Dofiks are lizards.,Dofiks have ears.,Yebs are lizards. Yebs do not have ears.,W,Lizards have ears.,Lizards,Dofiks,1,W-case,Nonsense
Lizards have ears. Dofiks are lizards.,Dofiks have ears.,Elephants are not lizards. Elephants have ears.,N,Lizards have ears.,Lizards,Dofiks,1,S-alt,Real
Lizards have ears. Dofiks are lizards.,Dofiks have ears.,Yebs are not lizards. Yebs have ears.,N,Lizards have ears.,Lizards,Dofiks,1,S-alt,Nonsense
Lizards have ears. Dofiks are lizards.,Dofiks have ears.,Yebs are not lizards. Yebs do not have ears.,N,Lizards have ears.,Lizards,Dofiks,1,N-alt,Nonsense
Lizards have ears. Dofiks are lizards.,Dofiks have ears.,Sharks are not lizards. Sharks do not have ears.,N,Lizards have ears.,Lizards,Dofiks,1,N-alt,Real
Lizards have ears. Dofiks are lizards.,Dofiks have ears.,Lizards have a forked tongue.,N,Lizards have ears.,Lizards,Dofiks,1,N-prop,Real
Lizards have ears. Chameleons are lizards. Dofiks are chameleons.,Dofiks have ears.,Chameleons have ears.,S,Lizards have ears.,Lizards,Dofiks,2,S-case,Real
Lizards have ears. Chameleons are lizards. Dofiks are chameleons.,Dofiks have ears.,Chameleons do not have ears.,W,Lizards have ears.,Lizards,Dofiks,2,W-case,Real
Lizards have ears. Wumoxes are lizards. Dofiks are Wumoxes.,Dofiks have ears.,Wumoxes have ears,S,Lizards have ears.,Lizards,Dofiks,2,S-case,Nonsense
Lizards have ears. Wumoxes are lizards. Dofiks are Wumoxes.,Dofiks have ears.,Wumoxes do not have ears,W,Lizards have ears.,Lizards,Dofiks,2,W-case,Nonsense
Iguanas live in colonies. Wumoxes are iguanas.,Wumoxes live in colonies.,Galapagos iguanas are iguanas. Galapagos iguanas live in colonies.,S,Iguanas live in colonies.,Iguanas,Wumoxes,1,S-case,Real
Iguanas live in colonies. Wumoxes are iguanas.,Wumoxes live in colonies.,Bafus are iguanas. Bafus live in colonies.,S,Iguanas live in colonies.,Iguanas,Wumoxes,1,S-case,Nonsense
Iguanas live in colonies. Wumoxes are iguanas.,Wumoxes live in colonies.,Iguanas that live in a place where there are no other iguanas are iguanas. Iguanas that live in a place where there are no other iguanas do not live in colonies.,W,Iguanas live in colonies.,Iguanas,Wumoxes,1,W-case,Real
Iguanas live in colonies. Wumoxes are iguanas.,Wumoxes live in colonies.,Bafus are iguanas. Bafus do not live in colonies.,W,Iguanas live in colonies.,Iguanas,Wumoxes,1,W-case,Nonsense
Iguanas live in colonies. Wumoxes are iguanas.,Wumoxes live in colonies.,Ants are not iguanas. Ants live in colonies.,N,Iguanas live in colonies.,Iguanas,Wumoxes,1,S-alt,Real
Iguanas live in colonies. Wumoxes are iguanas.,Wumoxes live in colonies.,Bafus are not iguanas. Bafus live in colonies.,N,Iguanas live in colonies.,Iguanas,Wumoxes,1,S-alt,Nonsense
Iguanas live in colonies. Wumoxes are iguanas.,Wumoxes live in colonies.,Bafus are not iguanas. Bafus do not live in colonies.,N,Iguanas live in colonies.,Iguanas,Wumoxes,1,N-alt,Nonsense
Iguanas live in colonies. Wumoxes are iguanas.,Wumoxes live in colonies.,Sharks are not iguanas. Sharks do not live in colonies.,N,Iguanas live in colonies.,Iguanas,Wumoxes,1,N-alt,Real
Iguanas live in colonies. Wumoxes are iguanas.,Wumoxes live in colonies.,Iguanas live in the rainforest.,N,Iguanas live in colonies.,Iguanas,Wumoxes,1,N-prop,Real
Iguanas live in colonies. Galapagos iguanas are iguanas. Wumoxes are galapagos iguanas.,Wumoxes live in colonies.,Galapagos iguanas live in colonies.,S,Iguanas live in colonies.,Iguanas,Wumoxes,2,S-case,Real
Iguanas live in colonies. Iguanas that live in a place where there are no other iguanas are iguanas. Wumoxes are iguanas that live in a place where there are no other iguanas.,Wumoxes live in colonies.,Iguanas that live in a place where there are no other iguanas do not live in colonies.,W,Iguanas live in colonies.,Iguanas,Wumoxes,2,W-case,Real
Iguanas live in colonies. Goqs are iguanas. Wumoxes are Goqs.,Wumoxes live in colonies.,Goqs live in colonies,S,Iguanas live in colonies.,Iguanas,Wumoxes,2,S-case,Nonsense
Iguanas live in colonies. Goqs are iguanas. Wumoxes are Goqs.,Wumoxes live in colonies.,Goqs do not live in colonies,W,Iguanas live in colonies.,Iguanas,Wumoxes,2,W-case,Nonsense
Chipmunks live in burrows. A Yeb is a chipmunk.,A Yeb lives in burrows.,A pygmy chipmunk is a chipmunk. A pygmy chipmunk lives in burrows.,S,Chipmunks live in burrows.,Chipmunks,Yebs,1,S-case,Real
Chipmunks live in burrows. A Yeb is a chipmunk.,A Yeb lives in burrows.,A Wumox is a chipmunk. A Wumox lives in burrows.,S,Chipmunks live in burrows.,Chipmunks,Yebs,1,S-case,Nonsense
Chipmunks live in burrows. A Yeb is a chipmunk.,A Yeb lives in burrows.,"Chipmunks that live in a human-made structure, such as a birdhouse or a house are chipmunks. Chipmunks that live in a human-made structure, such as a birdhouse or a house do not live in burrows.",W,Chipmunks live in burrows.,Chipmunks,Yebs,1,W-case,Real
Chipmunks live in burrows. A Yeb is a chipmunk.,A Yeb lives in burrows.,A Wumox is a chipmunk. Wumoxes do not live in burrows.,W,Chipmunks live in burrows.,Chipmunks,Yebs,1,W-case,Nonsense
Chipmunks live in burrows. A Yeb is a chipmunk.,A Yeb lives in burrows.,Prairie dogs are not chipmunks. Prairie dogs live in burrows.,N,Chipmunks live in burrows.,Chipmunks,Yebs,1,S-alt,Real
Chipmunks live in burrows. A Yeb is a chipmunk.,A Yeb lives in burrows.,A Wumox is not a chipmunk. A Wumox lives in burrows.,N,Chipmunks live in burrows.,Chipmunks,Yebs,1,S-alt,Nonsense
Chipmunks live in burrows. A Yeb is a chipmunk.,A Yeb lives in burrows.,A Wumox is not a chipmunk. Wumoxes do not live in burrows.,N,Chipmunks live in burrows.,Chipmunks,Yebs,1,N-alt,Nonsense
Chipmunks live in burrows. A Yeb is a chipmunk.,A Yeb lives in burrows.,Nightingales are not chipmunks. Nightingales do not live in burrows.,N,Chipmunks live in burrows.,Chipmunks,Yebs,1,N-alt,Real
Chipmunks live in burrows. A Yeb is a chipmunk.,A Yeb lives in burrows.,Chipmunks live in the forest.,N,Chipmunks live in burrows.,Chipmunks,Yebs,1,N-prop,Real
Chipmunks live in burrows. A pygmy chipmunk is a chipmunk. A Yeb is a pygmy chipmunk.,A Yeb lives in burrows.,A pygmy chipmunk lives in burrows.,S,Chipmunks live in burrows.,Chipmunks,Yebs,2,S-case,Real
"Chipmunks live in burrows. Chipmunks that live in a human-made structure, such as a birdhouse or a house are chipmunks. Yebs are chipmunks that live in a human-made structure, such as a birdhouse or a house.",A Yeb lives in burrows.,"Chipmunks that live in a human-made structure, such as a birdhouse or a house do not live in burrows.",W,Chipmunks live in burrows.,Chipmunks,Yebs,2,W-case,Real
Chipmunks live in burrows. A Bafu is a chipmunk. A Yeb is a Bafu.,A Yeb lives in burrows.,A Bafu lives in burrows,S,Chipmunks live in burrows.,Chipmunks,Yebs,2,S-case,Nonsense
Chipmunks live in burrows. A Bafu is a chipmunk. A Yeb is a Bafu.,A Yeb lives in burrows.,Bafus do not live in burrows,W,Chipmunks live in burrows.,Chipmunks,Yebs,2,W-case,Nonsense
Cheetahs eat rabbits. A Wumox is a cheetah.,A Wumox eats rabbits.,An asiatic cheetah is a cheetah. An asiatic cheetah eats rabbits.,S,Cheetahs eat rabbits.,Cheetahs,Wumoxes,1,S-case,Real
Cheetahs eat rabbits. A Wumox is a cheetah.,A Wumox eats rabbits.,A Bafu is a cheetah. A Bafu eats rabbits.,S,Cheetahs eat rabbits.,Cheetahs,Wumoxes,1,S-case,Nonsense
Cheetahs eat rabbits. A Wumox is a cheetah.,A Wumox eats rabbits.,Cheetahs that are sick or injured and can't hunt are cheetahs. Cheetahs that are sick or injured and can't hunt do not eat rabbits.,W,Cheetahs eat rabbits.,Cheetahs,Wumoxes,1,W-case,Real
Cheetahs eat rabbits. A Wumox is a cheetah.,A Wumox eats rabbits.,A Bafu is a cheetah. Bafus do not eat rabbits.,W,Cheetahs eat rabbits.,Cheetahs,Wumoxes,1,W-case,Nonsense
Cheetahs eat rabbits. A Wumox is a cheetah.,A Wumox eats rabbits.,Crocodiles are not cheetahs. Crocodiles eat rabbits.,N,Cheetahs eat rabbits.,Cheetahs,Wumoxes,1,S-alt,Real
Cheetahs eat rabbits. A Wumox is a cheetah.,A Wumox eats rabbits.,A Bafu is not a cheetah. A Bafu eats rabbits.,N,Cheetahs eat rabbits.,Cheetahs,Wumoxes,1,S-alt,Nonsense
Cheetahs eat rabbits. A Wumox is a cheetah.,A Wumox eats rabbits.,A Bafu is not a cheetah. Bafus do not eat rabbits.,N,Cheetahs eat rabbits.,Cheetahs,Wumoxes,1,N-alt,Nonsense
Cheetahs eat rabbits. A Wumox is a cheetah.,A Wumox eats rabbits.,Sharks are not cheetahs. Sharks do not eat rabbits.,N,Cheetahs eat rabbits.,Cheetahs,Wumoxes,1,N-alt,Real
Cheetahs eat rabbits. A Wumox is a cheetah.,A Wumox eats rabbits.,Cheetahs eat gazelles.,N,Cheetahs eat rabbits.,Cheetahs,Wumoxes,1,N-prop,Real
Cheetahs eat rabbits. An asiatic cheetah is a cheetah. A Wumox is an asiatic cheetah.,A Wumox eats rabbits.,An asiatic cheetah eats rabbits.,S,Cheetahs eat rabbits.,Cheetahs,Wumoxes,2,S-case,Real
Cheetahs eat rabbits. Cheetahs that are sick or injured and can't hunt are cheetahs. Wumoxes are cheetahs that are sick or injured and can't hunt.,A Wumox eats rabbits.,Cheetahs that are sick or injured and can't hunt do not eat rabbits.,W,Cheetahs eat rabbits.,Cheetahs,Wumoxes,2,W-case,Real
Cheetahs eat rabbits. A Goq is a cheetah. A Wumox is a Goq.,A Wumox eats rabbits.,A Goq eats rabbits,S,Cheetahs eat rabbits.,Cheetahs,Wumoxes,2,S-case,Nonsense
Cheetahs eat rabbits. A Goq is a cheetah. A Wumox is a Goq.,A Wumox eats rabbits.,Goqs do not eat rabbits,W,Cheetahs eat rabbits.,Cheetahs,Wumoxes,2,W-case,Nonsense
Mice eat leaves. A Yeb is a mouse.,A Yeb eats leaves.,A snowshoe hare is a mouse. A snowshoe hare eats leaves.,S,Mice eat leaves.,Mice,Yebs,1,S-case,Real
Mice eat leaves. A Yeb is a mouse.,A Yeb eats leaves.,A Wumox is a mouse. A Wumox eats leaves.,S,Mice eat leaves.,Mice,Yebs,1,S-case,Nonsense
Mice eat leaves. A Yeb is a mouse.,A Yeb eats leaves.,"Mice that live in the forest and eat the nuts, fruits, and insects are mice. Mice that live in the forest and eat the nuts, fruits, and insects do not eat leaves.",W,Mice eat leaves.,Mice,Yebs,1,W-case,Real
Mice eat leaves. A Yeb is a mouse.,A Yeb eats leaves.,A Wumox is a mouse. Wumoxes do not eat leaves.,W,Mice eat leaves.,Mice,Yebs,1,W-case,Nonsense
Mice eat leaves. A Yeb is a mouse.,A Yeb eats leaves.,Caterpillars are not mice. Caterpillars eat leaves.,N,Mice eat leaves.,Mice,Yebs,1,S-alt,Real
Mice eat leaves. A Yeb is a mouse.,A Yeb eats leaves.,A Wumox is not a mouse. A Wumox eats leaves.,N,Mice eat leaves.,Mice,Yebs,1,S-alt,Nonsense
Mice eat leaves. A Yeb is a mouse.,A Yeb eats leaves.,A Wumox is not a mouse. Wumoxes do not eat leaves.,N,Mice eat leaves.,Mice,Yebs,1,N-alt,Nonsense
Mice eat leaves. A Yeb is a mouse.,A Yeb eats leaves.,Tarantulas are not mice. Tarantulas do not eat leaves.,N,Mice eat leaves.,Mice,Yebs,1,N-alt,Real
Mice eat leaves. A Yeb is a mouse.,A Yeb eats leaves.,Mice eat fruits and vegetables.,N,Mice eat leaves.,Mice,Yebs,1,N-prop,Real
Mice eat leaves. A snowshoe hare is a mouse. A Yeb is a snowshoe hare.,A Yeb eats leaves.,A snowshoe hare eats leaves.,S,Mice eat leaves.,Mice,Yebs,2,S-case,Real
"Mice eat leaves. Mice that live in the forest and eat the nuts, fruits, and insects are mice. Yebs are mice that live in the forest and eat the nuts, fruits, and insects.",A Yeb eats leaves.,"Mice that live in the forest and eat the nuts, fruits, and insects do not eat leaves.",W,Mice eat leaves.,Mice,Yebs,2,W-case,Real
Mice eat leaves. A Bafu is a mouse. A Yeb is a Bafu.,A Yeb eats leaves.,A Bafu eats leaves,S,Mice eat leaves.,Mice,Yebs,2,S-case,Nonsense
Mice eat leaves. A Bafu is a mouse. A Yeb is a Bafu.,A Yeb eats leaves.,Bafus do not eat leaves,W,Mice eat leaves.,Mice,Yebs,2,W-case,Nonsense
Pigs have tusks. A Goq is a pig.,A Goq has tusks.,"An indian pig, pygmy hog, wild boar, bushpig, wart hog is a pig. An indian pig, pygmy hog, wild boar, bushpig, wart hog has tusks.",S,Pigs have tusks.,Pigs,Goqs,1,S-case,Real
Pigs have tusks. A Goq is a pig.,A Goq has tusks.,A Dofik is a pig. A Dofik has tusks.,S,Pigs have tusks.,Pigs,Goqs,1,S-case,Nonsense
Pigs have tusks. A Goq is a pig.,A Goq has tusks.,Pygmy pigs are pigs. Pygmy pigs do not have tusks.,W,Pigs have tusks.,Pigs,Goqs,1,W-case,Real
Pigs have tusks. A Goq is a pig.,A Goq has tusks.,A Dofik is a pig. Dofiks do not have tusks.,W,Pigs have tusks.,Pigs,Goqs,1,W-case,Nonsense
Pigs have tusks. A Goq is a pig.,A Goq has tusks.,Elephants are not pigs. Elephants have tusks.,N,Pigs have tusks.,Pigs,Goqs,1,S-alt,Real
